REGION,States/UTs,District,Year,CRIME_TYPE,COUNT
Telangana (state),Telangana,Ranga Reddy,2014,Acid attack,0
Telangana (state),Telangana,Ranga Reddy,2014,Arson,36
Telangana (state),Telangana,Ranga Reddy,2014,Assault on Women with intent to outrage her Modesty,83
Telangana (state),Telangana,Ranga Reddy,2014,Assault or use of criminal force to women with intent to Disrobe,3
Telangana (state),Telangana,Ranga Reddy,2014,At Office premises,0
Telangana (state),Telangana,Ranga Reddy,2014,Attempt to Acid Attack,0
Telangana (state),Telangana,Ranga Reddy,2014,Attempt to commit Culpable Homicide,0
Telangana (state),Telangana,Ranga Reddy,2014,Attempt to commit Murder,43
Telangana (state),Telangana,Ranga Reddy,2014,Attempt to commit Rape,1
Telangana (state),Telangana,Ranga Reddy,2014,Auto Theft,26
Telangana (state),Telangana,Ranga Reddy,2014,Causing Death by Negligence,245
Telangana (state),Telangana,Ranga Reddy,2014,Cheating,81
Telangana (state),Telangana,Ranga Reddy,2014,Counterfeit Offences related to Counterfeit Coin,0
Telangana (state),Telangana,Ranga Reddy,2014,Counterfeit currency & Bank notes,0
Telangana (state),Telangana,Ranga Reddy,2014,Counterfeiting,0
Telangana (state),Telangana,Ranga Reddy,2014,Counterfeiting Government Stamp,0
Telangana (state),Telangana,Ranga Reddy,2014,Counterfeiting currency notes/Bank notes,0
Telangana (state),Telangana,Ranga Reddy,2014,Criminal Breach of Trust,2
Telangana (state),Telangana,Ranga Reddy,2014,Criminal Trespass or Burglary,91
Telangana (state),Telangana,Ranga Reddy,2014,Criminal Trespass/Burglary,106
Telangana (state),Telangana,Ranga Reddy,2014,Cruelty by Husband or his Relatives,192
Telangana (state),Telangana,Ranga Reddy,2014,Culpable Homicide not amounting to Murder,5
Telangana (state),Telangana,Ranga Reddy,2014,Custodial Rape,0
Telangana (state),Telangana,Ranga Reddy,2014,Custodial_Gang Rape,0
Telangana (state),Telangana,Ranga Reddy,2014,Custodial_Other Rape,0
Telangana (state),Telangana,Ranga Reddy,2014,Dacoity,1
Telangana (state),Telangana,Ranga Reddy,2014,Dacoity with Murder,0
Telangana (state),Telangana,Ranga Reddy,2014,Deaths due to Other Causes,16
Telangana (state),Telangana,Ranga Reddy,2014,Deaths due to negligent driving/act,229
Telangana (state),Telangana,Ranga Reddy,2014,Disclosure of Identity of Victims,0
Telangana (state),Telangana,Ranga Reddy,2014,Dowry Deaths,10
Telangana (state),Telangana,Ranga Reddy,2014,Extortion,2
Telangana (state),Telangana,Ranga Reddy,2014,Forgery,1
Telangana (state),Telangana,Ranga Reddy,2014,Grievous Hurt,28
Telangana (state),Telangana,Ranga Reddy,2014,House Trespass & House Breaking,15
Telangana (state),Telangana,Ranga Reddy,2014,HumanTrafficking,0
Telangana (state),Telangana,Ranga Reddy,2014,Hurt,28
Telangana (state),Telangana,Ranga Reddy,2014,Importation of Girls from Foreign Country,0
Telangana (state),Telangana,Ranga Reddy,2014,"Imputation, assertions prejudicial to national integration",0
Telangana (state),Telangana,Ranga Reddy,2014,In Public Transport system,0
Telangana (state),Telangana,Ranga Reddy,2014,Incidence of Rash Driving,232
Telangana (state),Telangana,Ranga Reddy,2014,Insult to the Modesty of Women,18
Telangana (state),Telangana,Ranga Reddy,2014,Kidnapping & Abduction,20
Telangana (state),Telangana,Ranga Reddy,2014,Kidnapping & Abduction in order to Murder,0
Telangana (state),Telangana,Ranga Reddy,2014,Kidnapping & Abduction of Women to compel her for marriage,10
Telangana (state),Telangana,Ranga Reddy,2014,Kidnapping & Abduction_Total,35
Telangana (state),Telangana,Ranga Reddy,2014,Kidnapping for Ransom,0
Telangana (state),Telangana,Ranga Reddy,2014,Making Preparation and Assembly for committing Dacoity,0
Telangana (state),Telangana,Ranga Reddy,2014,Making or Possessing materials for forged currency/Bank notes,0
Telangana (state),Telangana,Ranga Reddy,2014,Making or Using documents resembling currency,0
Telangana (state),Telangana,Ranga Reddy,2014,Murder,77
Telangana (state),Telangana,Ranga Reddy,2014,Offences against State,0
Telangana (state),Telangana,Ranga Reddy,2014,Offences promoting enmity between different groups,0
Telangana (state),Telangana,Ranga Reddy,2014,Other Assault on Women,53
Telangana (state),Telangana,Ranga Reddy,2014,Other Dacoity,1
Telangana (state),Telangana,Ranga Reddy,2014,Other IPC crimes,862
Telangana (state),Telangana,Ranga Reddy,2014,Other Kidnapping,5
Telangana (state),Telangana,Ranga Reddy,2014,Other Thefts,157
Telangana (state),Telangana,Ranga Reddy,2014,Other offences against State,0
Telangana (state),Telangana,Ranga Reddy,2014,Other places related to work,11
Telangana (state),Telangana,Ranga Reddy,2014,"Places other than 231, 232 & 233",7
Telangana (state),Telangana,Ranga Reddy,2014,Possession of forged or counterfeiting currency/Bank notes,0
Telangana (state),Telangana,Ranga Reddy,2014,Promoting enmity between different groups,0
Telangana (state),Telangana,Ranga Reddy,2014,Rape,51
Telangana (state),Telangana,Ranga Reddy,2014,Rape other than Custodial,51
Telangana (state),Telangana,Ranga Reddy,2014,Rape_Gang Rape,0
Telangana (state),Telangana,Ranga Reddy,2014,Rape_Others,51
Telangana (state),Telangana,Ranga Reddy,2014,Riots,2
Telangana (state),Telangana,Ranga Reddy,2014,Riots_Agrarian,0
Telangana (state),Telangana,Ranga Reddy,2014,Riots_Caste Conflict,2
Telangana (state),Telangana,Ranga Reddy,2014,Riots_Communal,0
Telangana (state),Telangana,Ranga Reddy,2014,Riots_Industrial,0
Telangana (state),Telangana,Ranga Reddy,2014,Riots_Other Caste Conflict,2
Telangana (state),Telangana,Ranga Reddy,2014,Riots_Others,0
Telangana (state),Telangana,Ranga Reddy,2014,Riots_Political,0
Telangana (state),Telangana,Ranga Reddy,2014,Riots_SC/STs Vs Non-SCs/STs,0
Telangana (state),Telangana,Ranga Reddy,2014,Riots_Sectarian,0
Telangana (state),Telangana,Ranga Reddy,2014,Riots_Students,0
Telangana (state),Telangana,Ranga Reddy,2014,Robbery,12
Telangana (state),Telangana,Ranga Reddy,2014,Sedition,0
Telangana (state),Telangana,Ranga Reddy,2014,Sexual Harassment,9
Telangana (state),Telangana,Ranga Reddy,2014,Stalking,14
Telangana (state),Telangana,Ranga Reddy,2014,Theft,183
Telangana (state),Telangana,Ranga Reddy,2014,Total Cognizable IPC crimes,2309
Telangana (state),Telangana,Ranga Reddy,2014,Unlawful Assembly,0
Telangana (state),Telangana,Ranga Reddy,2014,Unnatural Offence,1
Telangana (state),Telangana,Ranga Reddy,2014,Using forged or counterfeiting currency/Bank notes,0
Telangana (state),Telangana,Ranga Reddy,2014,Voyeurism,4
Telangana (state),Telangana,Secunderabad Railway,2014,Acid attack,0
Telangana (state),Telangana,Secunderabad Railway,2014,Arson,0
Telangana (state),Telangana,Secunderabad Railway,2014,Assault on Women with intent to outrage her Modesty,5
Telangana (state),Telangana,Secunderabad Railway,2014,Assault or use of criminal force to women with intent to Disrobe,0
Telangana (state),Telangana,Secunderabad Railway,2014,At Office premises,0
Telangana (state),Telangana,Secunderabad Railway,2014,Attempt to Acid Attack,0
Telangana (state),Telangana,Secunderabad Railway,2014,Attempt to commit Culpable Homicide,0
Telangana (state),Telangana,Secunderabad Railway,2014,Attempt to commit Murder,2
Telangana (state),Telangana,Secunderabad Railway,2014,Attempt to commit Rape,0
Telangana (state),Telangana,Secunderabad Railway,2014,Auto Theft,0
Telangana (state),Telangana,Secunderabad Railway,2014,Causing Death by Negligence,1
Telangana (state),Telangana,Secunderabad Railway,2014,Cheating,4
Telangana (state),Telangana,Secunderabad Railway,2014,Counterfeit Offences related to Counterfeit Coin,0
Telangana (state),Telangana,Secunderabad Railway,2014,Counterfeit currency & Bank notes,2
Telangana (state),Telangana,Secunderabad Railway,2014,Counterfeiting,2
Telangana (state),Telangana,Secunderabad Railway,2014,Counterfeiting Government Stamp,0
Telangana (state),Telangana,Secunderabad Railway,2014,Counterfeiting currency notes/Bank notes,2
Telangana (state),Telangana,Secunderabad Railway,2014,Criminal Breach of Trust,2
Telangana (state),Telangana,Secunderabad Railway,2014,Criminal Trespass or Burglary,0
Telangana (state),Telangana,Secunderabad Railway,2014,Criminal Trespass/Burglary,1
Telangana (state),Telangana,Secunderabad Railway,2014,Cruelty by Husband or his Relatives,0
Telangana (state),Telangana,Secunderabad Railway,2014,Culpable Homicide not amounting to Murder,0
Telangana (state),Telangana,Secunderabad Railway,2014,Custodial Rape,0
Telangana (state),Telangana,Secunderabad Railway,2014,Custodial_Gang Rape,0
Telangana (state),Telangana,Secunderabad Railway,2014,Custodial_Other Rape,0
Telangana (state),Telangana,Secunderabad Railway,2014,Dacoity,0
Telangana (state),Telangana,Secunderabad Railway,2014,Dacoity with Murder,0
Telangana (state),Telangana,Secunderabad Railway,2014,Deaths due to Other Causes,0
Telangana (state),Telangana,Secunderabad Railway,2014,Deaths due to negligent driving/act,1
Telangana (state),Telangana,Secunderabad Railway,2014,Disclosure of Identity of Victims,0
Telangana (state),Telangana,Secunderabad Railway,2014,Dowry Deaths,0
Telangana (state),Telangana,Secunderabad Railway,2014,Extortion,1
Telangana (state),Telangana,Secunderabad Railway,2014,Forgery,0
Telangana (state),Telangana,Secunderabad Railway,2014,Grievous Hurt,0
Telangana (state),Telangana,Secunderabad Railway,2014,House Trespass & House Breaking,1
Telangana (state),Telangana,Secunderabad Railway,2014,HumanTrafficking,0
Telangana (state),Telangana,Secunderabad Railway,2014,Hurt,0
Telangana (state),Telangana,Secunderabad Railway,2014,Importation of Girls from Foreign Country,0
Telangana (state),Telangana,Secunderabad Railway,2014,"Imputation, assertions prejudicial to national integration",0
Telangana (state),Telangana,Secunderabad Railway,2014,In Public Transport system,0
Telangana (state),Telangana,Secunderabad Railway,2014,Incidence of Rash Driving,0
Telangana (state),Telangana,Secunderabad Railway,2014,Insult to the Modesty of Women,0
Telangana (state),Telangana,Secunderabad Railway,2014,Kidnapping & Abduction,1
Telangana (state),Telangana,Secunderabad Railway,2014,Kidnapping & Abduction in order to Murder,0
Telangana (state),Telangana,Secunderabad Railway,2014,Kidnapping & Abduction of Women to compel her for marriage,0
Telangana (state),Telangana,Secunderabad Railway,2014,Kidnapping & Abduction_Total,1
Telangana (state),Telangana,Secunderabad Railway,2014,Kidnapping for Ransom,0
Telangana (state),Telangana,Secunderabad Railway,2014,Making Preparation and Assembly for committing Dacoity,0
Telangana (state),Telangana,Secunderabad Railway,2014,Making or Possessing materials for forged currency/Bank notes,0
Telangana (state),Telangana,Secunderabad Railway,2014,Making or Using documents resembling currency,0
Telangana (state),Telangana,Secunderabad Railway,2014,Murder,4
Telangana (state),Telangana,Secunderabad Railway,2014,Offences against State,0
Telangana (state),Telangana,Secunderabad Railway,2014,Offences promoting enmity between different groups,0
Telangana (state),Telangana,Secunderabad Railway,2014,Other Assault on Women,0
Telangana (state),Telangana,Secunderabad Railway,2014,Other Dacoity,0
Telangana (state),Telangana,Secunderabad Railway,2014,Other IPC crimes,72
Telangana (state),Telangana,Secunderabad Railway,2014,Other Kidnapping,0
Telangana (state),Telangana,Secunderabad Railway,2014,Other Thefts,760
Telangana (state),Telangana,Secunderabad Railway,2014,Other offences against State,0
Telangana (state),Telangana,Secunderabad Railway,2014,Other places related to work,0
Telangana (state),Telangana,Secunderabad Railway,2014,"Places other than 231, 232 & 233",0
Telangana (state),Telangana,Secunderabad Railway,2014,Possession of forged or counterfeiting currency/Bank notes,0
Telangana (state),Telangana,Secunderabad Railway,2014,Promoting enmity between different groups,0
Telangana (state),Telangana,Secunderabad Railway,2014,Rape,2
Telangana (state),Telangana,Secunderabad Railway,2014,Rape other than Custodial,2
Telangana (state),Telangana,Secunderabad Railway,2014,Rape_Gang Rape,0
Telangana (state),Telangana,Secunderabad Railway,2014,Rape_Others,2
Telangana (state),Telangana,Secunderabad Railway,2014,Riots,0
Telangana (state),Telangana,Secunderabad Railway,2014,Riots_Agrarian,0
Telangana (state),Telangana,Secunderabad Railway,2014,Riots_Caste Conflict,0
Telangana (state),Telangana,Secunderabad Railway,2014,Riots_Communal,0
Telangana (state),Telangana,Secunderabad Railway,2014,Riots_Industrial,0
Telangana (state),Telangana,Secunderabad Railway,2014,Riots_Other Caste Conflict,0
Telangana (state),Telangana,Secunderabad Railway,2014,Riots_Others,0
Telangana (state),Telangana,Secunderabad Railway,2014,Riots_Political,0
Telangana (state),Telangana,Secunderabad Railway,2014,Riots_SC/STs Vs Non-SCs/STs,0
Telangana (state),Telangana,Secunderabad Railway,2014,Riots_Sectarian,0
Telangana (state),Telangana,Secunderabad Railway,2014,Riots_Students,0
Telangana (state),Telangana,Secunderabad Railway,2014,Robbery,3
Telangana (state),Telangana,Secunderabad Railway,2014,Sedition,0
Telangana (state),Telangana,Secunderabad Railway,2014,Sexual Harassment,5
Telangana (state),Telangana,Secunderabad Railway,2014,Stalking,0
Telangana (state),Telangana,Secunderabad Railway,2014,Theft,760
Telangana (state),Telangana,Secunderabad Railway,2014,Total Cognizable IPC crimes,860
Telangana (state),Telangana,Secunderabad Railway,2014,Unlawful Assembly,0
Telangana (state),Telangana,Secunderabad Railway,2014,Unnatural Offence,0
Telangana (state),Telangana,Secunderabad Railway,2014,Using forged or counterfeiting currency/Bank notes,0
Telangana (state),Telangana,Secunderabad Railway,2014,Voyeurism,0
Telangana (state),Telangana,Total,2014,Acid attack,1
Telangana (state),Telangana,Total,2014,Arson,482
Telangana (state),Telangana,Total,2014,Assault on Women with intent to outrage her Modesty,3188
Telangana (state),Telangana,Total,2014,Assault or use of criminal force to women with intent to Disrobe,176
Telangana (state),Telangana,Total,2014,At Office premises,5
Telangana (state),Telangana,Total,2014,Attempt to Acid Attack,0
Telangana (state),Telangana,Total,2014,Attempt to commit Culpable Homicide,1
Telangana (state),Telangana,Total,2014,Attempt to commit Murder,1062
Telangana (state),Telangana,Total,2014,Attempt to commit Rape,73
Telangana (state),Telangana,Total,2014,Auto Theft,4835
Telangana (state),Telangana,Total,2014,Causing Death by Negligence,6514
Telangana (state),Telangana,Total,2014,Cheating,8519
Telangana (state),Telangana,Total,2014,Counterfeit Offences related to Counterfeit Coin,0
Telangana (state),Telangana,Total,2014,Counterfeit currency & Bank notes,68
Telangana (state),Telangana,Total,2014,Counterfeiting,68
Telangana (state),Telangana,Total,2014,Counterfeiting Government Stamp,0
Telangana (state),Telangana,Total,2014,Counterfeiting currency notes/Bank notes,21
Telangana (state),Telangana,Total,2014,Criminal Breach of Trust,635
Telangana (state),Telangana,Total,2014,Criminal Trespass or Burglary,3305
Telangana (state),Telangana,Total,2014,Criminal Trespass/Burglary,4949
Telangana (state),Telangana,Total,2014,Cruelty by Husband or his Relatives,6369
Telangana (state),Telangana,Total,2014,Culpable Homicide not amounting to Murder,123
Telangana (state),Telangana,Total,2014,Custodial Rape,0
Telangana (state),Telangana,Total,2014,Custodial_Gang Rape,0
Telangana (state),Telangana,Total,2014,Custodial_Other Rape,0
Telangana (state),Telangana,Total,2014,Dacoity,59
Telangana (state),Telangana,Total,2014,Dacoity with Murder,1
Telangana (state),Telangana,Total,2014,Deaths due to Other Causes,158
Telangana (state),Telangana,Total,2014,Deaths due to negligent driving/act,6356
Telangana (state),Telangana,Total,2014,Disclosure of Identity of Victims,0
Telangana (state),Telangana,Total,2014,Dowry Deaths,289
Telangana (state),Telangana,Total,2014,Extortion,171
Telangana (state),Telangana,Total,2014,Forgery,191
Telangana (state),Telangana,Total,2014,Grievous Hurt,1057
Telangana (state),Telangana,Total,2014,House Trespass & House Breaking,1644
Telangana (state),Telangana,Total,2014,HumanTrafficking,60
Telangana (state),Telangana,Total,2014,Hurt,1056
Telangana (state),Telangana,Total,2014,Importation of Girls from Foreign Country,0
Telangana (state),Telangana,Total,2014,"Imputation, assertions prejudicial to national integration",0
Telangana (state),Telangana,Total,2014,In Public Transport system,3
Telangana (state),Telangana,Total,2014,Incidence of Rash Driving,14953
Telangana (state),Telangana,Total,2014,Insult to the Modesty of Women,1142
Telangana (state),Telangana,Total,2014,Kidnapping & Abduction,432
Telangana (state),Telangana,Total,2014,Kidnapping & Abduction in order to Murder,5
Telangana (state),Telangana,Total,2014,Kidnapping & Abduction of Women to compel her for marriage,247
Telangana (state),Telangana,Total,2014,Kidnapping & Abduction_Total,1152
Telangana (state),Telangana,Total,2014,Kidnapping for Ransom,5
Telangana (state),Telangana,Total,2014,Making Preparation and Assembly for committing Dacoity,1
Telangana (state),Telangana,Total,2014,Making or Possessing materials for forged currency/Bank notes,1
Telangana (state),Telangana,Total,2014,Making or Using documents resembling currency,0
Telangana (state),Telangana,Total,2014,Murder,1308
Telangana (state),Telangana,Total,2014,Offences against State,3
Telangana (state),Telangana,Total,2014,Offences promoting enmity between different groups,18
Telangana (state),Telangana,Total,2014,Other Assault on Women,1921
Telangana (state),Telangana,Total,2014,Other Dacoity,58
Telangana (state),Telangana,Total,2014,Other IPC crimes,37013
Telangana (state),Telangana,Total,2014,Other Kidnapping,463
Telangana (state),Telangana,Total,2014,Other Thefts,10507
Telangana (state),Telangana,Total,2014,Other offences against State,3
Telangana (state),Telangana,Total,2014,Other places related to work,43
Telangana (state),Telangana,Total,2014,"Places other than 231, 232 & 233",1091
Telangana (state),Telangana,Total,2014,Possession of forged or counterfeiting currency/Bank notes,10
Telangana (state),Telangana,Total,2014,Promoting enmity between different groups,18
Telangana (state),Telangana,Total,2014,Rape,979
Telangana (state),Telangana,Total,2014,Rape other than Custodial,979
Telangana (state),Telangana,Total,2014,Rape_Gang Rape,14
Telangana (state),Telangana,Total,2014,Rape_Others,965
Telangana (state),Telangana,Total,2014,Riots,766
Telangana (state),Telangana,Total,2014,Riots_Agrarian,0
Telangana (state),Telangana,Total,2014,Riots_Caste Conflict,21
Telangana (state),Telangana,Total,2014,Riots_Communal,37
Telangana (state),Telangana,Total,2014,Riots_Industrial,3
Telangana (state),Telangana,Total,2014,Riots_Other Caste Conflict,14
Telangana (state),Telangana,Total,2014,Riots_Others,643
Telangana (state),Telangana,Total,2014,Riots_Political,49
Telangana (state),Telangana,Total,2014,Riots_SC/STs Vs Non-SCs/STs,7
Telangana (state),Telangana,Total,2014,Riots_Sectarian,0
Telangana (state),Telangana,Total,2014,Riots_Students,13
Telangana (state),Telangana,Total,2014,Robbery,308
Telangana (state),Telangana,Total,2014,Sedition,0
Telangana (state),Telangana,Total,2014,Sexual Harassment,620
Telangana (state),Telangana,Total,2014,Stalking,426
Telangana (state),Telangana,Total,2014,Theft,15342
Telangana (state),Telangana,Total,2014,Total Cognizable IPC crimes,106830
Telangana (state),Telangana,Total,2014,Unlawful Assembly,25
Telangana (state),Telangana,Total,2014,Unnatural Offence,10
Telangana (state),Telangana,Total,2014,Using forged or counterfeiting currency/Bank notes,36
Telangana (state),Telangana,Total,2014,Voyeurism,45
Telangana (state),Telangana,Warangal,2014,Acid attack,0
Telangana (state),Telangana,Warangal,2014,Arson,22
Telangana (state),Telangana,Warangal,2014,Assault on Women with intent to outrage her Modesty,186
Telangana (state),Telangana,Warangal,2014,Assault or use of criminal force to women with intent to Disrobe,8
Telangana (state),Telangana,Warangal,2014,At Office premises,0
Telangana (state),Telangana,Warangal,2014,Attempt to Acid Attack,0
Telangana (state),Telangana,Warangal,2014,Attempt to commit Culpable Homicide,0
Telangana (state),Telangana,Warangal,2014,Attempt to commit Murder,29
Telangana (state),Telangana,Warangal,2014,Attempt to commit Rape,26
Telangana (state),Telangana,Warangal,2014,Auto Theft,32
Telangana (state),Telangana,Warangal,2014,Causing Death by Negligence,275
Telangana (state),Telangana,Warangal,2014,Cheating,178
Telangana (state),Telangana,Warangal,2014,Counterfeit Offences related to Counterfeit Coin,0
Telangana (state),Telangana,Warangal,2014,Counterfeit currency & Bank notes,1
Telangana (state),Telangana,Warangal,2014,Counterfeiting,1
Telangana (state),Telangana,Warangal,2014,Counterfeiting Government Stamp,0
Telangana (state),Telangana,Warangal,2014,Counterfeiting currency notes/Bank notes,0
Telangana (state),Telangana,Warangal,2014,Criminal Breach of Trust,5
Telangana (state),Telangana,Warangal,2014,Criminal Trespass or Burglary,135
Telangana (state),Telangana,Warangal,2014,Criminal Trespass/Burglary,172
Telangana (state),Telangana,Warangal,2014,Cruelty by Husband or his Relatives,218
Telangana (state),Telangana,Warangal,2014,Culpable Homicide not amounting to Murder,7
Telangana (state),Telangana,Warangal,2014,Custodial Rape,0
Telangana (state),Telangana,Warangal,2014,Custodial_Gang Rape,0
Telangana (state),Telangana,Warangal,2014,Custodial_Other Rape,0
Telangana (state),Telangana,Warangal,2014,Dacoity,4
Telangana (state),Telangana,Warangal,2014,Dacoity with Murder,0
Telangana (state),Telangana,Warangal,2014,Deaths due to Other Causes,16
Telangana (state),Telangana,Warangal,2014,Deaths due to negligent driving/act,259
Telangana (state),Telangana,Warangal,2014,Disclosure of Identity of Victims,0
Telangana (state),Telangana,Warangal,2014,Dowry Deaths,17
Telangana (state),Telangana,Warangal,2014,Extortion,0
Telangana (state),Telangana,Warangal,2014,Forgery,0
Telangana (state),Telangana,Warangal,2014,Grievous Hurt,63
Telangana (state),Telangana,Warangal,2014,House Trespass & House Breaking,37
Telangana (state),Telangana,Warangal,2014,HumanTrafficking,0
Telangana (state),Telangana,Warangal,2014,Hurt,63
Telangana (state),Telangana,Warangal,2014,Importation of Girls from Foreign Country,0
Telangana (state),Telangana,Warangal,2014,"Imputation, assertions prejudicial to national integration",0
Telangana (state),Telangana,Warangal,2014,In Public Transport system,0
Telangana (state),Telangana,Warangal,2014,Incidence of Rash Driving,488
Telangana (state),Telangana,Warangal,2014,Insult to the Modesty of Women,20
Telangana (state),Telangana,Warangal,2014,Kidnapping & Abduction,8
Telangana (state),Telangana,Warangal,2014,Kidnapping & Abduction in order to Murder,0
Telangana (state),Telangana,Warangal,2014,Kidnapping & Abduction of Women to compel her for marriage,27
Telangana (state),Telangana,Warangal,2014,Kidnapping & Abduction_Total,45
Telangana (state),Telangana,Warangal,2014,Kidnapping for Ransom,1
Telangana (state),Telangana,Warangal,2014,Making Preparation and Assembly for committing Dacoity,0
Telangana (state),Telangana,Warangal,2014,Making or Possessing materials for forged currency/Bank notes,0
Telangana (state),Telangana,Warangal,2014,Making or Using documents resembling currency,0
Telangana (state),Telangana,Warangal,2014,Murder,47
Telangana (state),Telangana,Warangal,2014,Offences against State,0
Telangana (state),Telangana,Warangal,2014,Offences promoting enmity between different groups,0
Telangana (state),Telangana,Warangal,2014,Other Assault on Women,116
Telangana (state),Telangana,Warangal,2014,Other Dacoity,4
Telangana (state),Telangana,Warangal,2014,Other IPC crimes,2163
Telangana (state),Telangana,Warangal,2014,Other Kidnapping,9
Telangana (state),Telangana,Warangal,2014,Other Thefts,270
Telangana (state),Telangana,Warangal,2014,Other offences against State,0
Telangana (state),Telangana,Warangal,2014,Other places related to work,0
Telangana (state),Telangana,Warangal,2014,"Places other than 231, 232 & 233",20
Telangana (state),Telangana,Warangal,2014,Possession of forged or counterfeiting currency/Bank notes,0
Telangana (state),Telangana,Warangal,2014,Promoting enmity between different groups,0
Telangana (state),Telangana,Warangal,2014,Rape,41
Telangana (state),Telangana,Warangal,2014,Rape other than Custodial,41
Telangana (state),Telangana,Warangal,2014,Rape_Gang Rape,0
Telangana (state),Telangana,Warangal,2014,Rape_Others,41
Telangana (state),Telangana,Warangal,2014,Riots,83
Telangana (state),Telangana,Warangal,2014,Riots_Agrarian,0
Telangana (state),Telangana,Warangal,2014,Riots_Caste Conflict,0
Telangana (state),Telangana,Warangal,2014,Riots_Communal,0
Telangana (state),Telangana,Warangal,2014,Riots_Industrial,0
Telangana (state),Telangana,Warangal,2014,Riots_Other Caste Conflict,0
Telangana (state),Telangana,Warangal,2014,Riots_Others,72
Telangana (state),Telangana,Warangal,2014,Riots_Political,11
Telangana (state),Telangana,Warangal,2014,Riots_SC/STs Vs Non-SCs/STs,0
Telangana (state),Telangana,Warangal,2014,Riots_Sectarian,0
Telangana (state),Telangana,Warangal,2014,Riots_Students,0
Telangana (state),Telangana,Warangal,2014,Robbery,15
Telangana (state),Telangana,Warangal,2014,Sedition,0
Telangana (state),Telangana,Warangal,2014,Sexual Harassment,31
Telangana (state),Telangana,Warangal,2014,Stalking,30
Telangana (state),Telangana,Warangal,2014,Theft,302
Telangana (state),Telangana,Warangal,2014,Total Cognizable IPC crimes,4407
Telangana (state),Telangana,Warangal,2014,Unlawful Assembly,0
Telangana (state),Telangana,Warangal,2014,Unnatural Offence,0
Telangana (state),Telangana,Warangal,2014,Using forged or counterfeiting currency/Bank notes,1
Telangana (state),Telangana,Warangal,2014,Voyeurism,1
Telangana (state),Telangana,Warangal Urban,2014,Acid attack,0
Telangana (state),Telangana,Warangal Urban,2014,Arson,14
Telangana (state),Telangana,Warangal Urban,2014,Assault on Women with intent to outrage her Modesty,114
Telangana (state),Telangana,Warangal Urban,2014,Assault or use of criminal force to women with intent to Disrobe,15
Telangana (state),Telangana,Warangal Urban,2014,At Office premises,0
Telangana (state),Telangana,Warangal Urban,2014,Attempt to Acid Attack,0
Telangana (state),Telangana,Warangal Urban,2014,Attempt to commit Culpable Homicide,0
Telangana (state),Telangana,Warangal Urban,2014,Attempt to commit Murder,22
Telangana (state),Telangana,Warangal Urban,2014,Attempt to commit Rape,0
Telangana (state),Telangana,Warangal Urban,2014,Auto Theft,117
Telangana (state),Telangana,Warangal Urban,2014,Causing Death by Negligence,200
Telangana (state),Telangana,Warangal Urban,2014,Cheating,259
Telangana (state),Telangana,Warangal Urban,2014,Counterfeit Offences related to Counterfeit Coin,0
Telangana (state),Telangana,Warangal Urban,2014,Counterfeit currency & Bank notes,0
Telangana (state),Telangana,Warangal Urban,2014,Counterfeiting,0
Telangana (state),Telangana,Warangal Urban,2014,Counterfeiting Government Stamp,0
Telangana (state),Telangana,Warangal Urban,2014,Counterfeiting currency notes/Bank notes,0
Telangana (state),Telangana,Warangal Urban,2014,Criminal Breach of Trust,1
Telangana (state),Telangana,Warangal Urban,2014,Criminal Trespass or Burglary,94
Telangana (state),Telangana,Warangal Urban,2014,Criminal Trespass/Burglary,141
Telangana (state),Telangana,Warangal Urban,2014,Cruelty by Husband or his Relatives,215
Telangana (state),Telangana,Warangal Urban,2014,Culpable Homicide not amounting to Murder,0
Telangana (state),Telangana,Warangal Urban,2014,Custodial Rape,0
Telangana (state),Telangana,Warangal Urban,2014,Custodial_Gang Rape,0
Telangana (state),Telangana,Warangal Urban,2014,Custodial_Other Rape,0
Telangana (state),Telangana,Warangal Urban,2014,Dacoity,1
Telangana (state),Telangana,Warangal Urban,2014,Dacoity with Murder,0
Telangana (state),Telangana,Warangal Urban,2014,Deaths due to Other Causes,3
Telangana (state),Telangana,Warangal Urban,2014,Deaths due to negligent driving/act,197
Telangana (state),Telangana,Warangal Urban,2014,Disclosure of Identity of Victims,0
Telangana (state),Telangana,Warangal Urban,2014,Dowry Deaths,12
Telangana (state),Telangana,Warangal Urban,2014,Extortion,5
Telangana (state),Telangana,Warangal Urban,2014,Forgery,0
Telangana (state),Telangana,Warangal Urban,2014,Grievous Hurt,44
Telangana (state),Telangana,Warangal Urban,2014,House Trespass & House Breaking,47
Telangana (state),Telangana,Warangal Urban,2014,HumanTrafficking,0
Telangana (state),Telangana,Warangal Urban,2014,Hurt,44
Telangana (state),Telangana,Warangal Urban,2014,Importation of Girls from Foreign Country,0
Telangana (state),Telangana,Warangal Urban,2014,"Imputation, assertions prejudicial to national integration",0
Telangana (state),Telangana,Warangal Urban,2014,In Public Transport system,0
Telangana (state),Telangana,Warangal Urban,2014,Incidence of Rash Driving,172
Telangana (state),Telangana,Warangal Urban,2014,Insult to the Modesty of Women,47
Telangana (state),Telangana,Warangal Urban,2014,Kidnapping & Abduction,9
Telangana (state),Telangana,Warangal Urban,2014,Kidnapping & Abduction in order to Murder,0
Telangana (state),Telangana,Warangal Urban,2014,Kidnapping & Abduction of Women to compel her for marriage,19
